Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,0.990919470787,0.000101864570752,131.512076495,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.991150140762,0.000101869030914,131.573380179,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.991177380085,0.000101858597191,131.634683863,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.99154317379,0.000101870951767,131.695987646,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.991782188416,0.00010192978516,131.757291329,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.991787850857,0.000101874153188,131.818595012,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992026090622,0.000101856639958,131.879898594,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992043793201,0.000101902172901,131.941202276,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992222607136,0.000101891047962,132.002505958,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992330789566,0.000101944322523,132.063809639,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992677092552,0.000101973695564,132.12511332,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.992909252644,0.000101916841231,132.186417001,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.993145406246,0.000101956051367,132.247720581,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.993228256702,0.00010202145495,132.309024261,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.993304252625,0.000101989826362,132.37032794,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.993726551533,0.000102029865957,132.431631619,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.993889093399,0.000101981007901,132.492935298,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.994099140167,0.000102013393189,132.554238976,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.994361579418,0.00010206164734,132.615542654,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.994475483894,0.000102093566966,132.676846231,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.99467843771,0.000102070422145,132.738149908,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.99495446682,0.000102015837911,132.799453585,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.995213091373,0.000102041529317,132.860757261,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.995389342308,0.000102096040791,132.922060937,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.995551228523,0.000102101141238,132.983364712,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.995623707771,0.000102144033008,133.044668287,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.995951890945,0.000102169178717,133.105971962,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.996228218079,0.000102202408016,133.167275636,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.996571600437,0.000102250000054,133.22857931,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.996630907059,0.000102224475995,133.289882983,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.996915340424,0.000102241938293,133.351186656,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.997002899647,0.000102262296423,133.412490328,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.997414529324,0.000102261285065,133.4737939,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.997463166714,0.000102274898381,133.535097572,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.997674882412,0.000102287631307,133.596401243,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.997907280922,0.000102326674096,133.657705014,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.998215019703,0.000102357385913,133.719008684,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.998625695705,0.000102337464341,133.780312354,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.998816549778,0.000102362209873,133.841615923,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.998978078365,0.000102392899862,133.902919592,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.998998105526,0.000102387602965,133.96422326,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.999142348766,0.000102348793007,134.025526928,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.99934566021,0.000102400059404,134.086830596,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.99953687191,0.000102384394268,134.148134263,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.999704062939,0.000102413679997,134.209437929,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.999627232552,0.000102357043943,134.270741495,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,0.999923765659,0.000102444209915,134.332045161,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00004971027,0.000102460828202,134.413783381,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00022852421,0.000102477919427,134.475087046,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00057005882,0.000102450037957,134.53639071,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00041687489,0.000102460857306,134.597694373,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00016188622,0.000102461963252,134.658998036,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00071513653,0.000102472629806,134.720301699,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.0005427599,0.000102514801256,134.781605261,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.0009611845,0.000102500271169,134.842908922,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00098001957,0.00010256520909,134.904212683,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00104188919,0.000102515303297,134.965516344,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.0009046793,0.00010250863852,135.026820004,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00110447407,0.000102537494968,135.088123664,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00122880936,0.000102558966319,135.149427323,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00094676018,0.000102549609437,135.210730881,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00091683865,0.00010255327652,135.272034539,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00090909004,0.000102524194517,135.333338197,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00096476078,0.0001024858866,135.394641853,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.0010188818,0.000102462945506,135.45594551,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00080430508,0.00010247463797,135.517249166,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.0008701086,0.000102492063888,135.578552721,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00112843513,0.000102530619188,135.639856376,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00083816051,0.000102523510577,135.70116003,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00093889236,0.000102466554381,135.762463684,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00105309486,0.000102533820609,135.823767337,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.001060009,0.000102488214907,135.88507099,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00108480453,0.00010249078332,135.946374542,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00102162361,0.000102452177089,136.007678194,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00075364113,0.000102488476841,136.068981845,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00100243092,0.000102527381387,136.130285595,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00094461441,0.0001025065867,136.191589245,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00109267235,0.000102535646874,136.252892894,0.0079974156,3.89,16.3870239104,1.8,5119
1.0,1.00062048435,0.000102511148725,136.314196543,0.0079974156,3.89,16.3870239104,1.8,5119
