Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,0.997384250164,0.000149716302985,131.512277735,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997897207737,0.000149757295731,131.573580601,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997674524784,0.000149795931065,131.634883468,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997606098652,0.000149840241647,131.696186433,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997756659985,0.000149767249241,131.757489298,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997826814651,0.00014974163787,131.818792163,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997978687286,0.000149722705828,131.880094927,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997902035713,0.000149763262016,131.94139779,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.997827410698,0.0001497460471,132.002700653,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998346984386,0.000149794461322,132.064003515,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998095750809,0.000149732397404,132.125306376,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998079240322,0.000149781262735,132.186609237,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998517513275,0.000149816740304,132.247911998,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998907148838,0.000149833329488,132.309214858,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998272240162,0.000149870073074,132.370517717,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998671174049,0.000149818122736,132.431820576,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998643279076,0.000149845436681,132.493123434,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998767912388,0.000149716914166,132.554426291,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998645484447,0.000149868879816,132.615729148,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999274253845,0.000149861225509,132.677031904,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.998912155628,0.000149754996528,132.73833476,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.9991492033,0.000149797604536,132.799637615,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999266803265,0.000149748550029,132.860940469,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999167621136,0.000149736937601,132.922243323,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999525547028,0.000149796644109,132.983546277,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999298810959,0.000149870757014,133.044849029,0.0058684256,4.49,18.0332279128,0.84,5284
1.0,0.999785244465,0.000149965067976,133.106151881,0.0058684256,4.49,18.0332279128,0.84,5284
