Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,1.00080621243,0.000170457919012,131.511984414,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00100147724,0.000170278915903,131.573287669,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00132358074,0.000170428204001,131.634590924,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00143325329,0.000170665647602,131.69589428,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00179851055,0.000170299928868,131.757197534,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00381815434,0.00017069815658,131.818500789,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00197958946,0.000170585495653,131.879803943,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00217759609,0.000170397324837,131.941107197,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00232899189,0.000170287778019,132.002410451,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00245821476,0.000170529776369,132.063713704,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0024613142,0.000170596686075,132.125016957,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0025832653,0.00017049566668,132.18632021,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0033107996,0.000170387371327,132.247623363,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00305402279,0.000170621380676,132.308926615,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00330996513,0.000170792729477,132.370229868,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00348877907,0.000170528714079,132.431533119,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00353324413,0.000170588507899,132.492836371,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0040115118,0.000170562183484,132.554139622,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00402617455,0.000170696919668,132.615442873,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00431513786,0.000170778788743,132.676746024,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00417566299,0.000170763014467,132.738049274,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00425100327,0.000170638755662,132.799352524,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00422430038,0.000170548213646,132.860655774,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00443565845,0.00017078637029,132.921959024,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00448679924,0.000170774423168,132.983262373,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00464880466,0.000170949308085,133.044565522,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00460004807,0.000171039966517,133.105868771,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00504469872,0.000170888917637,133.167172019,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00504660606,0.000170976767549,133.228475267,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00470781326,0.000171003484866,133.289778514,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00501906872,0.000170997707755,133.351081762,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00490581989,0.000170843442902,133.412385009,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00493633747,0.000170868646819,133.473688156,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00451660156,0.000170867919223,133.534991402,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00452566147,0.000170923027326,133.596294648,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00480341911,0.000171084393514,133.657597994,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00489604473,0.000171025807504,133.718901239,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00426030159,0.000171111430973,133.780204484,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00465404987,0.000171025545569,133.841507629,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0041103363,0.000171123552718,133.902810873,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00387060642,0.000170997926034,133.964114117,0.00323,4.7,13.01,0.62,4401.0
1.0,1.0035892725,0.00017093027418,134.025417361,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00366711617,0.000171040461282,134.086720605,0.00323,4.7,13.01,0.62,4401.0
1.0,1.00355768204,0.000170956933289,134.148023848,0.00323,4.7,13.01,0.62,4401.0
