Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,0.977798938751,0.000270758930128,131.512622735,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.978845775127,0.000270855758572,131.57392621,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.978773653507,0.000270970427664,131.635229685,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.979253649712,0.000271069846349,131.696533259,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.980433940887,0.000271184224403,131.757836732,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.979947626591,0.000271063356195,131.819140204,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.980050802231,0.000270961376373,131.880443575,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.981102108955,0.000271216063993,131.941747045,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.981539130211,0.0002711750858,132.003050515,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.981934845448,0.000271260709269,132.064353983,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.981988966465,0.000271166471066,132.125657451,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.983374834061,0.000271385244559,132.186960917,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.984528779984,0.000271336437436,132.248264283,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.984503924847,0.000271402299404,132.309567748,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.985699057579,0.000271548167802,132.370871212,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.986669063568,0.00027159700403,132.432174674,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.986402690411,0.000271642085863,132.493478137,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.987121999264,0.000271689757938,132.554781598,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.988283813,0.00027188292006,132.616085058,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.989074110985,0.000272164703347,132.677388417,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.989933490753,0.000272177858278,132.738691875,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.991518318653,0.000271971570328,132.799995333,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.992299675941,0.000272238510661,132.861298789,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.99261713028,0.000272559263976,132.922602245,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.993570208549,0.000272631907137,132.983905799,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.994249761105,0.00027263033553,133.045209153,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.995665192604,0.000272946315818,133.106512605,0.0120701412,4.67,9.1791758428,0.614,4562
1.0,0.996263980865,0.000272952864179,133.167816057,0.0120701412,4.67,9.1791758428,0.614,4562
