Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,1.00380778313,0.000315041281283,131.512320108,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00374567509,0.000315008015605,131.573623586,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00382316113,0.00031522026984,131.634927064,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00401759148,0.000315372773912,131.696230642,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.0033082962,0.000315147452056,131.757534119,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00440299511,0.000315576180583,131.818837595,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00294220448,0.000315084209433,131.880140971,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00274169445,0.000315334968036,131.941444446,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00311183929,0.000315178069286,132.00274792,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00332713127,0.000315387384035,132.064051394,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00308275223,0.00031555359601,132.125354868,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00337898731,0.000315426208545,132.18665834,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00246226788,0.000315281387884,132.247961712,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00309038162,0.000315518584102,132.309265184,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00385415554,0.000315623852657,132.370568655,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00232219696,0.000315460492857,132.431872125,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00255990028,0.000315492448863,132.493175595,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00263798237,0.000315494282404,132.554479064,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00226926804,0.000315479788696,132.615782532,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.0029528141,0.000315629789839,132.6770859,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00218582153,0.000315460842103,132.738389367,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00245404243,0.00031524739461,132.799692834,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00202155113,0.000315478770062,132.8609963,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00233578682,0.000315405981382,132.922299765,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00274515152,0.000315531389788,132.98360333,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00203299522,0.000315527111525,133.044906694,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00145483017,0.000315790384775,133.106210157,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00149655342,0.000315589772072,133.16751362,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00158822536,0.000315732992021,133.228817082,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00120902061,0.000315537821734,133.290120543,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.0018273592,0.0003158293257,133.351424004,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00149059296,0.000315468321787,133.412727464,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00149357319,0.000315857236274,133.474030824,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00098347664,0.000315792800393,133.535334282,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.0010509491,0.000315476238029,133.596637741,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00097072124,0.00031570228748,133.657941298,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00094115734,0.000315881130518,133.719244755,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00082290173,0.000315869838232,133.780548211,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00048148632,0.000315837154631,133.841851566,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00072705746,0.000315878656693,133.903155021,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00026965141,0.000315900921123,133.964458475,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00051045418,0.000315828394378,134.025761929,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999812722206,0.000315780693199,134.087065381,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00018548965,0.000315693207085,134.148368834,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00019454956,0.000315866695018,134.209672285,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999908328056,0.000315718905767,134.270975636,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999912858009,0.000315765617415,134.332279086,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999928414822,0.000315888755722,134.414017018,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999908447266,0.000315935525578,134.475320466,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999165356159,0.00031586678233,134.536623914,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999553978443,0.000315759767545,134.597927361,0.008179812,4.71,28.6924440082,0.562,4305
1.0,1.00000333786,0.000315909564961,134.659230807,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999187529087,0.000315893877996,134.720534253,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998916208744,0.000315825367579,134.781837598,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998935043812,0.000315823010169,134.843141042,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998860180378,0.000315728451824,134.904444585,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999078035355,0.000315920886351,134.965748028,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998525500298,0.000315734097967,135.02705147,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998658895493,0.000315741985105,135.088354911,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.99887406826,0.000315848534228,135.149658351,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998893082142,0.000315637356834,135.210961691,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998558521271,0.000315657583997,135.27226513,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.99914842844,0.000315804092679,135.333568568,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998852431774,0.000315720244544,135.394872006,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998776257038,0.000315723213134,135.456175443,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999289512634,0.000315756507916,135.517478879,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997933864594,0.00031558284536,135.578782214,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999041259289,0.000315687764669,135.640085649,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998665809631,0.000315746321576,135.701389083,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999187529087,0.000315619254252,135.762692516,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998593628407,0.000315563753247,135.823995948,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998517751694,0.000315557146678,135.88529938,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998767018318,0.000315668410622,135.94660271,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998815476894,0.000315534212859,136.00790614,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998428463936,0.000315669778502,136.06920957,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998775839806,0.000315616518492,136.130513098,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998645544052,0.000315663055517,136.191816526,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997940063477,0.000315684155794,136.253119953,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998533904552,0.000315751036396,136.314423379,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998975038528,0.000315758312354,136.375726704,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998211443424,0.000315534591209,136.437030129,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.99887752533,0.000315608165693,136.498333553,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998725533485,0.000315636018058,136.559636976,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998853802681,0.000315616314765,136.620940398,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998748838902,0.000315556273563,136.68224382,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998851954937,0.000315463112202,136.74354714,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.99918115139,0.000315699522616,136.80485056,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999555766582,0.000315667857649,136.866154079,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998819410801,0.000315533776302,136.927457497,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999084055424,0.000315592013067,136.988760915,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998406052589,0.00031555374153,137.050064332,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999876558781,0.00031568336999,137.111367747,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999734640121,0.000315752840834,137.172671062,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998917162418,0.00031561718788,137.233974477,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998729944229,0.000315683340887,137.29527789,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999545514584,0.000315597251756,137.356581303,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999513685703,0.000315784505801,137.438319185,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999763071537,0.000315727753332,137.499622595,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998770058155,0.000315578974551,137.560926005,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999143838882,0.00031568336999,137.622229414,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.99892437458,0.000315610115649,137.683532722,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999596476555,0.000315752666211,137.74483613,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999136507511,0.000315673445584,137.806139536,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999119520187,0.000315691839205,137.867442942,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999430954456,0.000315931683872,137.928746347,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.9994789958,0.000315877667163,137.99004975,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998923540115,0.000315748446155,138.051353054,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999163508415,0.00031549873529,138.112656456,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999050080776,0.00031568761915,138.173959857,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999532938004,0.000315786746796,138.235263358,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999185025692,0.000315817043884,138.296566757,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998349130154,0.000315435841912,138.357870156,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998881995678,0.000315778801451,138.419173554,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999516785145,0.000316014193231,138.480476851,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998516917229,0.000315826619044,138.541780247,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999572813511,0.000315888086334,138.603083643,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999131262302,0.000315701443469,138.664387037,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999705135822,0.000315709330607,138.725690431,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998720943928,0.00031574186869,138.786993823,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999278664589,0.000315963261528,138.848297115,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998826622963,0.000315770885209,138.909600506,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998945772648,0.0003159144253,138.970903896,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998393535614,0.000315868353937,139.032207285,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999188780785,0.000315878016409,139.093510674,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998486936092,0.000316037912853,139.154814061,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998592615128,0.000315795856295,139.216117347,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.999405443668,0.000315657089232,139.277420733,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998910307884,0.000315793906339,139.338724218,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998085081577,0.000315588578815,139.400027601,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998556017876,0.00031589975697,139.461330984,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997750163078,0.000315527868224,139.522634366,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998023033142,0.000315596204018,139.583937747,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998584628105,0.000315604265779,139.645241027,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998504757881,0.000315108482027,139.706544406,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997995436192,0.00031535179005,139.767847785,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998611390591,0.000315397017403,139.829151162,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998596072197,0.000315554032568,139.890454538,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997981786728,0.000315280223731,139.951758014,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998192250729,0.000315542594763,140.013061189,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.998192429543,0.000315199169563,140.074364662,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997868776321,0.000315465294989,140.135668035,0.008179812,4.71,28.6924440082,0.562,4305
1.0,0.997535765171,0.000315266341204,140.196971407,0.008179812,4.71,28.6924440082,0.562,4305
