Q,nflux,nflux_err,time,ampl,logg,prot,rstar,teff
1.0,1.00505149364,0.000324183376506,131.511992069,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00463068485,0.000323777872836,131.573295287,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00416386127,0.000323994492646,131.634598505,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00425255299,0.000324441673001,131.695901823,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00486111641,0.000323743297486,131.757205041,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00472998619,0.000323923653923,131.818508258,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00438809395,0.000324226246448,131.879811375,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00447225571,0.000323852727888,131.941114592,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00369513035,0.000323575077346,132.002417809,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00440454483,0.000324074469972,132.063721025,0.00155,4.58,20.29,0.86,5595.0
1.0,1.0042194128,0.0003241810482,132.125024241,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00401568413,0.000323953805491,132.186327457,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00390541553,0.000323664105963,132.247630572,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00415813923,0.000324148451909,132.308933787,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00384914875,0.000324425607687,132.370237002,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00400674343,0.000323909102008,132.431540217,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00358319283,0.000323993881466,132.492843431,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00342416763,0.000323870481225,132.554146645,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00368213654,0.000324143999023,132.615449859,0.00155,4.58,20.29,0.86,5595.0
1.0,1.00367176533,0.000324257329339,132.676752972,0.00155,4.58,20.29,0.86,5595.0
